loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year
1,11 Com b,11 Com,2,1,Radial Velocity,2007
2,11 Com b,11 Com,2,1,Radial Velocity,2007
3,11 UMi b,11 UMi,1,1,Radial Velocity,2009
4,11 UMi b,11 UMi,1,1,Radial Velocity,2009
5,11 UMi b,11 UMi,1,1,Radial Velocity,2009
6,14 And b,14 And,1,1,Radial Velocity,2008
7,14 And b,14 And,1,1,Radial Velocity,2008
8,14 Her b,14 Her,1,2,Radial Velocity,2002
9,14 Her b,14 Her,1,2,Radial Velocity,2002
10,14 Her b,14 Her,1,2,Radial Velocity,2002
11,14 Her b,14 Her,1,2,Radial Velocity,2002
12,14 Her b,14 Her,1,2,Radial Velocity,2002
13,14 Her b,14 Her,1,2,Radial Velocity,2002
14,14 Her b,14 Her,1,2,Radial Velocity,2002
15,14 Her b,14 Her,1,2,Radial Velocity,2002
16,16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
17,16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
18,16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
19,16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
20,16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
21,16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
22,17 Sco b,17 Sco,1,1,Radial Velocity,2020
23,18 Del b,18 Del,2,1,Radial Velocity,2008
24,18 Del b,18 Del,2,1,Radial Velocity,2008
25,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008
26,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008
27,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008
28,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008
29,24 Boo b,24 Boo,1,1,Radial Velocity,2018
30,24 Sex b,24 Sex,1,2,Radial Velocity,2010
31,24 Sex c,24 Sex,1,2,Radial Velocity,2010
32,2M0437 b,2MASS J04372171+2651014,1,1,Imaging,2021
33,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2,1,Imaging,2013
34,2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013
35,2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013
36,2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015
37,2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010
38,2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004
39,2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004
40,2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015
41,2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015
42,2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,Imaging,2016
43,30 Ari B b,30 Ari B,4,1,Radial Velocity,2009
44,30 Ari B b,30 Ari B,4,1,Radial Velocity,2009
45,30 Ari B b,30 Ari B,4,1,Radial Velocity,2009
46,4 UMa b,4 UMa,1,1,Radial Velocity,2006
47,42 Dra b,42 Dra,2,1,Radial Velocity,2008
48,47 UMa b,47 UMa,1,3,Radial Velocity,1996
49,47 UMa b,47 UMa,1,3,Radial Velocity,1996
50,47 UMa b,47 UMa,1,3,Radial Velocity,1996
51,47 UMa b,47 UMa,1,3,Radial Velocity,1996
52,47 UMa b,47 UMa,1,3,Radial Velocity,1996
53,47 UMa c,47 UMa,1,3,Radial Velocity,2001
54,47 UMa c,47 UMa,1,3,Radial Velocity,2001
55,47 UMa c,47 UMa,1,3,Radial Velocity,2001
56,47 UMa d,47 UMa,1,3,Radial Velocity,2009
57,47 UMa d,47 UMa,1,3,Radial Velocity,2009
58,51 Eri b,51 Eri,3,1,Imaging,2015
59,51 Eri b,51 Eri,3,1,Imaging,2015
60,51 Eri b,51 Eri,3,1,Imaging,2015
61,51 Peg b,51 Peg,1,1,Radial Velocity,1995
62,51 Peg b,51 Peg,1,1,Radial Velocity,1995
63,51 Peg b,51 Peg,1,1,Radial Velocity,1995
64,51 Peg b,51 Peg,1,1,Radial Velocity,1995
65,51 Peg b,51 Peg,1,1,Radial Velocity,1995
66,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
67,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
68,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
69,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
70,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
71,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
72,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
73,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
74,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
75,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
76,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
77,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
78,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
79,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
80,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
81,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
82,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
83,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
84,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
85,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
86,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
87,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
88,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
89,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
90,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
91,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
92,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
93,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
94,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
95,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
96,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
97,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
98,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
99,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
100,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
101,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
102,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
103,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
104,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
105,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
106,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
107,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
108,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
109,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
110,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
111,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
112,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
113,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
114,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
115,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
116,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
117,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
118,6 Lyn b,6 Lyn,1,1,Radial Velocity,2008
119,6 Lyn b,6 Lyn,1,1,Radial Velocity,2008
120,6 Lyn b,6 Lyn,1,1,Radial Velocity,2008
121,61 Vir b,61 Vir,1,3,Radial Velocity,2009
122,61 Vir b,61 Vir,1,3,Radial Velocity,2009
123,61 Vir c,61 Vir,1,3,Radial Velocity,2009
124,61 Vir c,61 Vir,1,3,Radial Velocity,2009
125,61 Vir d,61 Vir,1,3,Radial Velocity,2009
126,7 CMa b,7 CMa,1,2,Radial Velocity,2011
127,7 CMa b,7 CMa,1,2,Radial Velocity,2011
128,7 CMa b,7 CMa,1,2,Radial Velocity,2011
129,7 CMa c,7 CMa,1,2,Radial Velocity,2019
130,70 Vir b,70 Vir,1,1,Radial Velocity,1996
131,70 Vir b,70 Vir,1,1,Radial Velocity,1996
132,70 Vir b,70 Vir,1,1,Radial Velocity,1996
133,70 Vir b,70 Vir,1,1,Radial Velocity,1996
134,70 Vir b,70 Vir,1,1,Radial Velocity,1996
135,70 Vir b,70 Vir,1,1,Radial Velocity,1996
136,75 Cet b,75 Cet,2,1,Radial Velocity,2012
137,8 UMi b,8 UMi,1,1,Radial Velocity,2015
138,8 UMi b,8 UMi,1,1,Radial Velocity,2015
139,81 Cet b,81 Cet,1,1,Radial Velocity,2008
140,81 Cet b,81 Cet,1,1,Radial Velocity,2008
141,91 Aqr b,91 Aqr,3,1,Radial Velocity,2013
142,AB Aur b,AB Aur,1,1,Imaging,2022
143,AB Pic b,AB Pic,1,1,Imaging,2005
144,AF Lep b,AF Lep,1,1,Imaging,2023
145,AF Lep b,AF Lep,1,1,Imaging,2023
146,AU Mic b,AU Mic,1,2,Transit,2020
147,AU Mic b,AU Mic,1,2,Transit,2020
148,AU Mic b,AU Mic,1,2,Transit,2020
149,AU Mic b,AU Mic,1,2,Transit,2020
150,AU Mic b,AU Mic,1,2,Transit,2020
151,AU Mic b,AU Mic,1,2,Transit,2020
152,AU Mic b,AU Mic,1,2,Transit,2020
153,AU Mic c,AU Mic,1,2,Transit,2021
154,AU Mic c,AU Mic,1,2,Transit,2021
155,AU Mic c,AU Mic,1,2,Transit,2021
156,AU Mic c,AU Mic,1,2,Transit,2021
157,BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017
158,BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009
159,BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009
160,BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016
161,BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013
162,BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009
163,BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009
164,BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009
165,BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012
166,BD+20 594 b,BD+20 594,1,1,Transit,2016
167,BD+20 594 b,BD+20 594,1,1,Transit,2016
168,BD+20 594 b,BD+20 594,1,1,Transit,2016
169,BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021
170,BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011
171,BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018
172,BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015
173,BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021
174,BD+60 1417 b,BD+60 1417,1,1,Imaging,2021
175,BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021
176,BD-00 4475 b,BD-00 4475,1,1,Radial Velocity,2021
177,BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013
178,BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013
179,BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009
180,BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009
181,BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009
182,BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000
183,BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000
184,BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000
185,BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000
186,BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014
187,BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014
188,BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020
189,BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007
190,BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007
191,BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008
192,BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008
193,CD Cet b,CD Cet,1,1,Radial Velocity,2020
194,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011
195,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021
196,CHXR 73 b,CHXR 73,1,1,Imaging,2006
197,CI Tau b,CI Tau,1,1,Radial Velocity,2019
198,COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021
199,CT Cha b,CT Cha,1,1,Imaging,2007
200,CoRoT-1 b,CoRoT-1,1,1,Transit,2008
201,CoRoT-1 b,CoRoT-1,1,1,Transit,2008
202,CoRoT-1 b,CoRoT-1,1,1,Transit,2008
203,CoRoT-1 b,CoRoT-1,1,1,Transit,2008
204,CoRoT-1 b,CoRoT-1,1,1,Transit,2008
205,CoRoT-1 b,CoRoT-1,1,1,Transit,2008
206,CoRoT-1 b,CoRoT-1,1,1,Transit,2008
207,CoRoT-10 b,CoRoT-10,1,1,Transit,2010
208,CoRoT-10 b,CoRoT-10,1,1,Transit,2010
209,CoRoT-10 b,CoRoT-10,1,1,Transit,2010
210,CoRoT-11 b,CoRoT-11,1,1,Transit,2010
211,CoRoT-11 b,CoRoT-11,1,1,Transit,2010
212,CoRoT-11 b,CoRoT-11,1,1,Transit,2010
213,CoRoT-11 b,CoRoT-11,1,1,Transit,2010
214,CoRoT-11 b,CoRoT-11,1,1,Transit,2010
215,CoRoT-12 b,CoRoT-12,1,1,Transit,2010
216,CoRoT-12 b,CoRoT-12,1,1,Transit,2010
217,CoRoT-12 b,CoRoT-12,1,1,Transit,2010
218,CoRoT-12 b,CoRoT-12,1,1,Transit,2010
219,CoRoT-12 b,CoRoT-12,1,1,Transit,2010
220,CoRoT-12 b,CoRoT-12,1,1,Transit,2010
221,CoRoT-13 b,CoRoT-13,1,1,Transit,2010
222,CoRoT-13 b,CoRoT-13,1,1,Transit,2010
223,CoRoT-13 b,CoRoT-13,1,1,Transit,2010
224,CoRoT-13 b,CoRoT-13,1,1,Transit,2010
225,CoRoT-13 b,CoRoT-13,1,1,Transit,2010
226,CoRoT-14 b,CoRoT-14,1,1,Transit,2010
227,CoRoT-14 b,CoRoT-14,1,1,Transit,2010
228,CoRoT-14 b,CoRoT-14,1,1,Transit,2010
229,CoRoT-16 b,CoRoT-16,1,1,Transit,2011
230,CoRoT-16 b,CoRoT-16,1,1,Transit,2011
231,CoRoT-17 b,CoRoT-17,1,1,Transit,2011
232,CoRoT-17 b,CoRoT-17,1,1,Transit,2011
233,CoRoT-17 b,CoRoT-17,1,1,Transit,2011
234,CoRoT-18 b,CoRoT-18,1,1,Transit,2011
235,CoRoT-18 b,CoRoT-18,1,1,Transit,2011
236,CoRoT-18 b,CoRoT-18,1,1,Transit,2011
237,CoRoT-18 b,CoRoT-18,1,1,Transit,2011
238,CoRoT-18 b,CoRoT-18,1,1,Transit,2011
239,CoRoT-18 b,CoRoT-18,1,1,Transit,2011
240,CoRoT-19 b,CoRoT-19,1,1,Transit,2011
241,CoRoT-19 b,CoRoT-19,1,1,Transit,2011
242,CoRoT-19 b,CoRoT-19,1,1,Transit,2011
243,CoRoT-19 b,CoRoT-19,1,1,Transit,2011
244,CoRoT-19 b,CoRoT-19,1,1,Transit,2011
245,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
246,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
247,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
248,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
249,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
250,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
251,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
252,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
253,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
254,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
255,CoRoT-2 b,CoRoT-2,2,1,Transit,2008
256,CoRoT-20 b,CoRoT-20,1,2,Transit,2011
257,CoRoT-20 b,CoRoT-20,1,2,Transit,2011
258,CoRoT-20 b,CoRoT-20,1,2,Transit,2011
259,CoRoT-20 b,CoRoT-20,1,2,Transit,2011
260,CoRoT-20 b,CoRoT-20,1,2,Transit,2011
261,CoRoT-20 b,CoRoT-20,1,2,Transit,2011
262,CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018
263,CoRoT-21 b,CoRoT-21,1,1,Transit,2012
264,CoRoT-21 b,CoRoT-21,1,1,Transit,2012
265,CoRoT-22 b,CoRoT-22,1,1,Transit,2014
266,CoRoT-23 b,CoRoT-23,1,1,Transit,2011
267,CoRoT-23 b,CoRoT-23,1,1,Transit,2011
268,CoRoT-23 b,CoRoT-23,1,1,Transit,2011
269,CoRoT-24 b,CoRoT-24,1,2,Transit,2014
270,CoRoT-24 c,CoRoT-24,1,2,Transit,2014
271,CoRoT-25 b,CoRoT-25,1,1,Transit,2013
272,CoRoT-25 b,CoRoT-25,1,1,Transit,2013
273,CoRoT-26 b,CoRoT-26,1,1,Transit,2013
274,CoRoT-26 b,CoRoT-26,1,1,Transit,2013
275,CoRoT-27 b,CoRoT-27,1,1,Transit,2014
276,CoRoT-27 b,CoRoT-27,1,1,Transit,2014
277,CoRoT-28 b,CoRoT-28,1,1,Transit,2015
278,CoRoT-28 b,CoRoT-28,1,1,Transit,2015
279,CoRoT-29 b,CoRoT-29,1,1,Transit,2015
280,CoRoT-29 b,CoRoT-29,1,1,Transit,2015
281,CoRoT-29 b,CoRoT-29,1,1,Transit,2015
282,CoRoT-3 b,CoRoT-3,1,1,Transit,2008
283,CoRoT-3 b,CoRoT-3,1,1,Transit,2008
284,CoRoT-3 b,CoRoT-3,1,1,Transit,2008
285,CoRoT-3 b,CoRoT-3,1,1,Transit,2008
286,CoRoT-3 b,CoRoT-3,1,1,Transit,2008
287,CoRoT-30 b,CoRoT-30,1,1,Transit,2020
288,CoRoT-31 b,CoRoT-31,1,1,Transit,2020
289,CoRoT-35 b,CoRoT-35,1,1,Transit,2022
290,CoRoT-36 b,CoRoT-36,1,1,Transit,2022
291,CoRoT-4 b,CoRoT-4,1,1,Transit,2008
292,CoRoT-4 b,CoRoT-4,1,1,Transit,2008
293,CoRoT-4 b,CoRoT-4,1,1,Transit,2008
294,CoRoT-4 b,CoRoT-4,1,1,Transit,2008
295,CoRoT-5 b,CoRoT-5,1,1,Transit,2009
296,CoRoT-5 b,CoRoT-5,1,1,Transit,2009
297,CoRoT-5 b,CoRoT-5,1,1,Transit,2009
298,CoRoT-5 b,CoRoT-5,1,1,Transit,2009
299,CoRoT-5 b,CoRoT-5,1,1,Transit,2009
300,CoRoT-5 b,CoRoT-5,1,1,Transit,2009
301,CoRoT-6 b,CoRoT-6,1,1,Transit,2009
302,CoRoT-6 b,CoRoT-6,1,1,Transit,2009
303,CoRoT-6 b,CoRoT-6,1,1,Transit,2009
304,CoRoT-6 b,CoRoT-6,1,1,Transit,2009
305,CoRoT-7 b,CoRoT-7,1,3,Transit,2009
306,CoRoT-7 b,CoRoT-7,1,3,Transit,2009
307,CoRoT-7 b,CoRoT-7,1,3,Transit,2009
308,CoRoT-7 b,CoRoT-7,1,3,Transit,2009
309,CoRoT-7 b,CoRoT-7,1,3,Transit,2009
310,CoRoT-7 b,CoRoT-7,1,3,Transit,2009
311,CoRoT-7 b,CoRoT-7,1,3,Transit,2009
312,CoRoT-7 b,CoRoT-7,1,3,Transit,2009
313,CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009
314,CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009
315,CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009
316,CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022
317,CoRoT-8 b,CoRoT-8,1,1,Transit,2010
318,CoRoT-8 b,CoRoT-8,1,1,Transit,2010
319,CoRoT-8 b,CoRoT-8,1,1,Transit,2010
320,CoRoT-8 b,CoRoT-8,1,1,Transit,2010
321,CoRoT-9 b,CoRoT-9,2,1,Transit,2009
322,CoRoT-9 b,CoRoT-9,2,1,Transit,2009
323,CoRoT-9 b,CoRoT-9,2,1,Transit,2009
324,CoRoT-9 b,CoRoT-9,2,1,Transit,2009
325,CoRoT-9 b,CoRoT-9,2,1,Transit,2009
326,CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017
327,CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017
328,DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018
329,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013
330,DH Tau b,DH Tau,1,1,Imaging,2004
331,DH Tau b,DH Tau,1,1,Imaging,2004
332,DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019
333,DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019
334,DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019
335,DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019
336,DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019
337,DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019
338,DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019
339,DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009
340,DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009
341,DS Tuc A b,DS Tuc A,2,1,Transit,2019
342,DS Tuc A b,DS Tuc A,2,1,Transit,2019
343,DS Tuc A b,DS Tuc A,2,1,Transit,2019
344,EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020
345,EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019
346,EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019
347,EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021
348,EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019
349,EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021
350,EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021
351,EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021
352,EPIC 201615463 c,K2-166,1,2,Transit,2019
353,EPIC 201754305 d,K2-16,1,3,Transit,2019
354,EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020
355,EPIC 201833600 c,K2-50,1,2,Transit,2019
356,EPIC 201833600 c,K2-50,1,2,Transit,2019
357,EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019
358,EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019
359,EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019
360,EPIC 205950854 c,K2-168,1,2,Transit,2019
361,EPIC 205950854 c,K2-168,1,2,Transit,2019
362,EPIC 205950854 c,K2-168,1,2,Transit,2019
363,EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019
364,EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019
365,EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021
366,EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021
367,EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021
368,EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021
369,EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021
370,EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021
371,EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021
372,EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019
373,EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019
374,EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019
375,EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019
376,EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021
377,EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021
378,EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019
379,EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019
380,EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019
381,EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019
382,EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019
383,EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022
384,EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022
385,EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022
386,EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
387,EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
388,EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
389,EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
390,EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
391,EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
392,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
393,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
394,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
395,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
396,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
397,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
398,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
399,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
400,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
401,EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019
402,EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019
403,EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019
404,EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016
405,EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016
406,EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016
407,EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019
408,EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019
409,EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019
410,EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019
411,EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019
412,EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019
413,EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
414,EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
415,EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
416,EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
417,EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
418,EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
419,EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021
420,EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021
421,EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021
422,EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019
423,EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019
424,EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019
425,EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019
426,EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021
427,EPIC 220554210 c,K2-282,1,2,Transit,2019
428,EPIC 220554210 c,K2-282,1,2,Transit,2019
429,EPIC 220554210 c,K2-282,1,2,Transit,2019
430,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
431,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
432,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
433,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
434,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
435,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
436,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
