loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year
11200,Kepler-1403 b,Kepler-1403,1,1,Transit,2016
11201,Kepler-1403 b,Kepler-1403,1,1,Transit,2016
11202,Kepler-1403 b,Kepler-1403,1,1,Transit,2016
11203,Kepler-1403 b,Kepler-1403,1,1,Transit,2016
11204,Kepler-1403 b,Kepler-1403,1,1,Transit,2016
11205,Kepler-1404 b,Kepler-1404,1,1,Transit,2016
11206,Kepler-1404 b,Kepler-1404,1,1,Transit,2016
11207,Kepler-1404 b,Kepler-1404,1,1,Transit,2016
11208,Kepler-1404 b,Kepler-1404,1,1,Transit,2016
11209,Kepler-1404 b,Kepler-1404,1,1,Transit,2016
11210,Kepler-1404 b,Kepler-1404,1,1,Transit,2016
11211,Kepler-1404 b,Kepler-1404,1,1,Transit,2016
11212,Kepler-1404 b,Kepler-1404,1,1,Transit,2016
11213,Kepler-1404 b,Kepler-1404,1,1,Transit,2016
11214,Kepler-1404 b,Kepler-1404,1,1,Transit,2016
11215,Kepler-1405 b,Kepler-1405,1,1,Transit,2016
11216,Kepler-1405 b,Kepler-1405,1,1,Transit,2016
11217,Kepler-1405 b,Kepler-1405,1,1,Transit,2016
11218,Kepler-1405 b,Kepler-1405,1,1,Transit,2016
11219,Kepler-1405 b,Kepler-1405,1,1,Transit,2016
11220,Kepler-1405 b,Kepler-1405,1,1,Transit,2016
11221,Kepler-1405 b,Kepler-1405,1,1,Transit,2016
11222,Kepler-1405 b,Kepler-1405,1,1,Transit,2016
11223,Kepler-1405 b,Kepler-1405,1,1,Transit,2016
11224,Kepler-1405 b,Kepler-1405,1,1,Transit,2016
11225,Kepler-1406 b,Kepler-1406,1,1,Transit,2016
11226,Kepler-1406 b,Kepler-1406,1,1,Transit,2016
11227,Kepler-1406 b,Kepler-1406,1,1,Transit,2016
11228,Kepler-1406 b,Kepler-1406,1,1,Transit,2016
11229,Kepler-1406 b,Kepler-1406,1,1,Transit,2016
11230,Kepler-1406 b,Kepler-1406,1,1,Transit,2016
11231,Kepler-1406 b,Kepler-1406,1,1,Transit,2016
11232,Kepler-1406 b,Kepler-1406,1,1,Transit,2016
11233,Kepler-1407 b,Kepler-1407,1,1,Transit,2016
11234,Kepler-1407 b,Kepler-1407,1,1,Transit,2016
11235,Kepler-1407 b,Kepler-1407,1,1,Transit,2016
11236,Kepler-1407 b,Kepler-1407,1,1,Transit,2016
11237,Kepler-1407 b,Kepler-1407,1,1,Transit,2016
11238,Kepler-1407 b,Kepler-1407,1,1,Transit,2016
11239,Kepler-1407 b,Kepler-1407,1,1,Transit,2016
11240,Kepler-1407 b,Kepler-1407,1,1,Transit,2016
11241,Kepler-1407 b,Kepler-1407,1,1,Transit,2016
11242,Kepler-1407 b,Kepler-1407,1,1,Transit,2016
11243,Kepler-1408 b,Kepler-1408,1,1,Transit,2016
11244,Kepler-1408 b,Kepler-1408,1,1,Transit,2016
11245,Kepler-1408 b,Kepler-1408,1,1,Transit,2016
11246,Kepler-1408 b,Kepler-1408,1,1,Transit,2016
11247,Kepler-1408 b,Kepler-1408,1,1,Transit,2016
11248,Kepler-1408 b,Kepler-1408,1,1,Transit,2016
11249,Kepler-1408 b,Kepler-1408,1,1,Transit,2016
11250,Kepler-1408 b,Kepler-1408,1,1,Transit,2016
11251,Kepler-1408 b,Kepler-1408,1,1,Transit,2016
11252,Kepler-1409 b,Kepler-1409,1,1,Transit,2016
11253,Kepler-1409 b,Kepler-1409,1,1,Transit,2016
11254,Kepler-1409 b,Kepler-1409,1,1,Transit,2016
11255,Kepler-1409 b,Kepler-1409,1,1,Transit,2016
11256,Kepler-1409 b,Kepler-1409,1,1,Transit,2016
11257,Kepler-1409 b,Kepler-1409,1,1,Transit,2016
11258,Kepler-1409 b,Kepler-1409,1,1,Transit,2016
11259,Kepler-1409 b,Kepler-1409,1,1,Transit,2016
11260,Kepler-1409 b,Kepler-1409,1,1,Transit,2016
11261,Kepler-141 b,Kepler-141,1,2,Transit,2014
11262,Kepler-141 b,Kepler-141,1,2,Transit,2014
11263,Kepler-141 b,Kepler-141,1,2,Transit,2014
11264,Kepler-141 b,Kepler-141,1,2,Transit,2014
11265,Kepler-141 b,Kepler-141,1,2,Transit,2014
11266,Kepler-141 b,Kepler-141,1,2,Transit,2014
11267,Kepler-141 b,Kepler-141,1,2,Transit,2014
11268,Kepler-141 b,Kepler-141,1,2,Transit,2014
11269,Kepler-141 b,Kepler-141,1,2,Transit,2014
11270,Kepler-141 b,Kepler-141,1,2,Transit,2014
11271,Kepler-141 c,Kepler-141,1,2,Transit,2014
11272,Kepler-141 c,Kepler-141,1,2,Transit,2014
11273,Kepler-141 c,Kepler-141,1,2,Transit,2014
11274,Kepler-141 c,Kepler-141,1,2,Transit,2014
11275,Kepler-141 c,Kepler-141,1,2,Transit,2014
11276,Kepler-141 c,Kepler-141,1,2,Transit,2014
11277,Kepler-141 c,Kepler-141,1,2,Transit,2014
11278,Kepler-141 c,Kepler-141,1,2,Transit,2014
11279,Kepler-141 c,Kepler-141,1,2,Transit,2014
11280,Kepler-141 c,Kepler-141,1,2,Transit,2014
11281,Kepler-141 c,Kepler-141,1,2,Transit,2014
11282,Kepler-1410 b,Kepler-1410,1,1,Transit,2016
11283,Kepler-1410 b,Kepler-1410,1,1,Transit,2016
11284,Kepler-1410 b,Kepler-1410,1,1,Transit,2016
11285,Kepler-1410 b,Kepler-1410,1,1,Transit,2016
11286,Kepler-1410 b,Kepler-1410,1,1,Transit,2016
11287,Kepler-1410 b,Kepler-1410,1,1,Transit,2016
11288,Kepler-1410 b,Kepler-1410,1,1,Transit,2016
11289,Kepler-1410 b,Kepler-1410,1,1,Transit,2016
11290,Kepler-1410 b,Kepler-1410,1,1,Transit,2016
11291,Kepler-1410 b,Kepler-1410,1,1,Transit,2016
11292,Kepler-1411 b,Kepler-1411,1,1,Transit,2016
11293,Kepler-1411 b,Kepler-1411,1,1,Transit,2016
11294,Kepler-1411 b,Kepler-1411,1,1,Transit,2016
11295,Kepler-1411 b,Kepler-1411,1,1,Transit,2016
11296,Kepler-1411 b,Kepler-1411,1,1,Transit,2016
11297,Kepler-1411 b,Kepler-1411,1,1,Transit,2016
11298,Kepler-1411 b,Kepler-1411,1,1,Transit,2016
11299,Kepler-1411 b,Kepler-1411,1,1,Transit,2016
11300,Kepler-1411 b,Kepler-1411,1,1,Transit,2016
11301,Kepler-1411 b,Kepler-1411,1,1,Transit,2016
11302,Kepler-1412 b,Kepler-1412,1,1,Transit,2016
11303,Kepler-1412 b,Kepler-1412,1,1,Transit,2016
11304,Kepler-1412 b,Kepler-1412,1,1,Transit,2016
11305,Kepler-1412 b,Kepler-1412,1,1,Transit,2016
11306,Kepler-1412 b,Kepler-1412,1,1,Transit,2016
11307,Kepler-1412 b,Kepler-1412,1,1,Transit,2016
11308,Kepler-1412 b,Kepler-1412,1,1,Transit,2016
11309,Kepler-1412 b,Kepler-1412,1,1,Transit,2016
11310,Kepler-1412 b,Kepler-1412,1,1,Transit,2016
11311,Kepler-1413 b,Kepler-1413,1,1,Transit,2016
11312,Kepler-1413 b,Kepler-1413,1,1,Transit,2016
11313,Kepler-1413 b,Kepler-1413,1,1,Transit,2016
11314,Kepler-1413 b,Kepler-1413,1,1,Transit,2016
11315,Kepler-1413 b,Kepler-1413,1,1,Transit,2016
11316,Kepler-1413 b,Kepler-1413,1,1,Transit,2016
11317,Kepler-1413 b,Kepler-1413,1,1,Transit,2016
11318,Kepler-1413 b,Kepler-1413,1,1,Transit,2016
11319,Kepler-1413 b,Kepler-1413,1,1,Transit,2016
11320,Kepler-1414 b,Kepler-1414,1,1,Transit,2016
11321,Kepler-1414 b,Kepler-1414,1,1,Transit,2016
11322,Kepler-1414 b,Kepler-1414,1,1,Transit,2016
11323,Kepler-1414 b,Kepler-1414,1,1,Transit,2016
11324,Kepler-1414 b,Kepler-1414,1,1,Transit,2016
11325,Kepler-1414 b,Kepler-1414,1,1,Transit,2016
11326,Kepler-1414 b,Kepler-1414,1,1,Transit,2016
11327,Kepler-1414 b,Kepler-1414,1,1,Transit,2016
11328,Kepler-1414 b,Kepler-1414,1,1,Transit,2016
11329,Kepler-1415 b,Kepler-1415,1,1,Transit,2016
11330,Kepler-1415 b,Kepler-1415,1,1,Transit,2016
11331,Kepler-1415 b,Kepler-1415,1,1,Transit,2016
11332,Kepler-1415 b,Kepler-1415,1,1,Transit,2016
11333,Kepler-1415 b,Kepler-1415,1,1,Transit,2016
11334,Kepler-1415 b,Kepler-1415,1,1,Transit,2016
11335,Kepler-1415 b,Kepler-1415,1,1,Transit,2016
11336,Kepler-1415 b,Kepler-1415,1,1,Transit,2016
11337,Kepler-1415 b,Kepler-1415,1,1,Transit,2016
11338,Kepler-1416 b,Kepler-1416,1,1,Transit,2016
11339,Kepler-1416 b,Kepler-1416,1,1,Transit,2016
11340,Kepler-1416 b,Kepler-1416,1,1,Transit,2016
11341,Kepler-1416 b,Kepler-1416,1,1,Transit,2016
11342,Kepler-1416 b,Kepler-1416,1,1,Transit,2016
11343,Kepler-1416 b,Kepler-1416,1,1,Transit,2016
11344,Kepler-1416 b,Kepler-1416,1,1,Transit,2016
11345,Kepler-1416 b,Kepler-1416,1,1,Transit,2016
11346,Kepler-1417 b,Kepler-1417,1,1,Transit,2016
11347,Kepler-1417 b,Kepler-1417,1,1,Transit,2016
11348,Kepler-1417 b,Kepler-1417,1,1,Transit,2016
11349,Kepler-1417 b,Kepler-1417,1,1,Transit,2016
11350,Kepler-1417 b,Kepler-1417,1,1,Transit,2016
11351,Kepler-1417 b,Kepler-1417,1,1,Transit,2016
11352,Kepler-1417 b,Kepler-1417,1,1,Transit,2016
11353,Kepler-1417 b,Kepler-1417,1,1,Transit,2016
11354,Kepler-1417 b,Kepler-1417,1,1,Transit,2016
11355,Kepler-1418 b,Kepler-1418,1,1,Transit,2016
11356,Kepler-1418 b,Kepler-1418,1,1,Transit,2016
11357,Kepler-1418 b,Kepler-1418,1,1,Transit,2016
11358,Kepler-1418 b,Kepler-1418,1,1,Transit,2016
11359,Kepler-1418 b,Kepler-1418,1,1,Transit,2016
11360,Kepler-1418 b,Kepler-1418,1,1,Transit,2016
11361,Kepler-1418 b,Kepler-1418,1,1,Transit,2016
11362,Kepler-1418 b,Kepler-1418,1,1,Transit,2016
11363,Kepler-1418 b,Kepler-1418,1,1,Transit,2016
11364,Kepler-1419 b,Kepler-1419,1,1,Transit,2016
11365,Kepler-1419 b,Kepler-1419,1,1,Transit,2016
11366,Kepler-1419 b,Kepler-1419,1,1,Transit,2016
11367,Kepler-1419 b,Kepler-1419,1,1,Transit,2016
11368,Kepler-1419 b,Kepler-1419,1,1,Transit,2016
11369,Kepler-1419 b,Kepler-1419,1,1,Transit,2016
11370,Kepler-1419 b,Kepler-1419,1,1,Transit,2016
11371,Kepler-1419 b,Kepler-1419,1,1,Transit,2016
11372,Kepler-1419 b,Kepler-1419,1,1,Transit,2016
11373,Kepler-1419 b,Kepler-1419,1,1,Transit,2016
11374,Kepler-142 b,Kepler-142,1,3,Transit,2014
11375,Kepler-142 b,Kepler-142,1,3,Transit,2014
11376,Kepler-142 b,Kepler-142,1,3,Transit,2014
11377,Kepler-142 b,Kepler-142,1,3,Transit,2014
11378,Kepler-142 b,Kepler-142,1,3,Transit,2014
11379,Kepler-142 b,Kepler-142,1,3,Transit,2014
11380,Kepler-142 b,Kepler-142,1,3,Transit,2014
11381,Kepler-142 b,Kepler-142,1,3,Transit,2014
11382,Kepler-142 b,Kepler-142,1,3,Transit,2014
11383,Kepler-142 b,Kepler-142,1,3,Transit,2014
11384,Kepler-142 b,Kepler-142,1,3,Transit,2014
11385,Kepler-142 c,Kepler-142,1,3,Transit,2014
11386,Kepler-142 c,Kepler-142,1,3,Transit,2014
11387,Kepler-142 c,Kepler-142,1,3,Transit,2014
11388,Kepler-142 c,Kepler-142,1,3,Transit,2014
11389,Kepler-142 c,Kepler-142,1,3,Transit,2014
11390,Kepler-142 c,Kepler-142,1,3,Transit,2014
11391,Kepler-142 c,Kepler-142,1,3,Transit,2014
11392,Kepler-142 c,Kepler-142,1,3,Transit,2014
11393,Kepler-142 c,Kepler-142,1,3,Transit,2014
11394,Kepler-142 c,Kepler-142,1,3,Transit,2014
11395,Kepler-142 c,Kepler-142,1,3,Transit,2014
11396,Kepler-142 d,Kepler-142,1,3,Transit,2014
11397,Kepler-142 d,Kepler-142,1,3,Transit,2014
11398,Kepler-142 d,Kepler-142,1,3,Transit,2014
11399,Kepler-142 d,Kepler-142,1,3,Transit,2014
11400,Kepler-142 d,Kepler-142,1,3,Transit,2014
11401,Kepler-142 d,Kepler-142,1,3,Transit,2014
11402,Kepler-142 d,Kepler-142,1,3,Transit,2014
11403,Kepler-142 d,Kepler-142,1,3,Transit,2014
11404,Kepler-142 d,Kepler-142,1,3,Transit,2014
11405,Kepler-142 d,Kepler-142,1,3,Transit,2014
11406,Kepler-142 d,Kepler-142,1,3,Transit,2014
11407,Kepler-1420 b,Kepler-1420,1,1,Transit,2016
11408,Kepler-1420 b,Kepler-1420,1,1,Transit,2016
11409,Kepler-1420 b,Kepler-1420,1,1,Transit,2016
11410,Kepler-1420 b,Kepler-1420,1,1,Transit,2016
11411,Kepler-1420 b,Kepler-1420,1,1,Transit,2016
11412,Kepler-1420 b,Kepler-1420,1,1,Transit,2016
11413,Kepler-1420 b,Kepler-1420,1,1,Transit,2016
11414,Kepler-1420 b,Kepler-1420,1,1,Transit,2016
11415,Kepler-1420 b,Kepler-1420,1,1,Transit,2016
11416,Kepler-1421 b,Kepler-1421,1,1,Transit,2016
11417,Kepler-1421 b,Kepler-1421,1,1,Transit,2016
11418,Kepler-1421 b,Kepler-1421,1,1,Transit,2016
11419,Kepler-1421 b,Kepler-1421,1,1,Transit,2016
11420,Kepler-1421 b,Kepler-1421,1,1,Transit,2016
11421,Kepler-1421 b,Kepler-1421,1,1,Transit,2016
11422,Kepler-1421 b,Kepler-1421,1,1,Transit,2016
11423,Kepler-1421 b,Kepler-1421,1,1,Transit,2016
11424,Kepler-1421 b,Kepler-1421,1,1,Transit,2016
11425,Kepler-1422 b,Kepler-1422,1,1,Transit,2016
11426,Kepler-1422 b,Kepler-1422,1,1,Transit,2016
11427,Kepler-1422 b,Kepler-1422,1,1,Transit,2016
11428,Kepler-1422 b,Kepler-1422,1,1,Transit,2016
11429,Kepler-1422 b,Kepler-1422,1,1,Transit,2016
11430,Kepler-1422 b,Kepler-1422,1,1,Transit,2016
11431,Kepler-1422 b,Kepler-1422,1,1,Transit,2016
11432,Kepler-1422 b,Kepler-1422,1,1,Transit,2016
11433,Kepler-1422 b,Kepler-1422,1,1,Transit,2016
11434,Kepler-1423 b,Kepler-1423,1,1,Transit,2016
11435,Kepler-1423 b,Kepler-1423,1,1,Transit,2016
11436,Kepler-1423 b,Kepler-1423,1,1,Transit,2016
11437,Kepler-1423 b,Kepler-1423,1,1,Transit,2016
11438,Kepler-1423 b,Kepler-1423,1,1,Transit,2016
11439,Kepler-1423 b,Kepler-1423,1,1,Transit,2016
11440,Kepler-1423 b,Kepler-1423,1,1,Transit,2016
11441,Kepler-1423 b,Kepler-1423,1,1,Transit,2016
11442,Kepler-1424 b,Kepler-1424,1,1,Transit,2016
11443,Kepler-1424 b,Kepler-1424,1,1,Transit,2016
11444,Kepler-1424 b,Kepler-1424,1,1,Transit,2016
11445,Kepler-1424 b,Kepler-1424,1,1,Transit,2016
11446,Kepler-1424 b,Kepler-1424,1,1,Transit,2016
11447,Kepler-1424 b,Kepler-1424,1,1,Transit,2016
11448,Kepler-1424 b,Kepler-1424,1,1,Transit,2016
11449,Kepler-1424 b,Kepler-1424,1,1,Transit,2016
11450,Kepler-1425 b,Kepler-1425,1,1,Transit,2016
11451,Kepler-1425 b,Kepler-1425,1,1,Transit,2016
11452,Kepler-1425 b,Kepler-1425,1,1,Transit,2016
11453,Kepler-1425 b,Kepler-1425,1,1,Transit,2016
11454,Kepler-1425 b,Kepler-1425,1,1,Transit,2016
11455,Kepler-1425 b,Kepler-1425,1,1,Transit,2016
11456,Kepler-1425 b,Kepler-1425,1,1,Transit,2016
11457,Kepler-1425 b,Kepler-1425,1,1,Transit,2016
11458,Kepler-1425 b,Kepler-1425,1,1,Transit,2016
11459,Kepler-1426 b,Kepler-1426,1,1,Transit,2016
11460,Kepler-1426 b,Kepler-1426,1,1,Transit,2016
11461,Kepler-1426 b,Kepler-1426,1,1,Transit,2016
11462,Kepler-1426 b,Kepler-1426,1,1,Transit,2016
11463,Kepler-1426 b,Kepler-1426,1,1,Transit,2016
11464,Kepler-1426 b,Kepler-1426,1,1,Transit,2016
11465,Kepler-1426 b,Kepler-1426,1,1,Transit,2016
11466,Kepler-1426 b,Kepler-1426,1,1,Transit,2016
11467,Kepler-1427 b,Kepler-1427,1,1,Transit,2016
11468,Kepler-1427 b,Kepler-1427,1,1,Transit,2016
11469,Kepler-1427 b,Kepler-1427,1,1,Transit,2016
11470,Kepler-1427 b,Kepler-1427,1,1,Transit,2016
11471,Kepler-1427 b,Kepler-1427,1,1,Transit,2016
11472,Kepler-1427 b,Kepler-1427,1,1,Transit,2016
11473,Kepler-1427 b,Kepler-1427,1,1,Transit,2016
11474,Kepler-1427 b,Kepler-1427,1,1,Transit,2016
11475,Kepler-1428 b,Kepler-1428,1,1,Transit,2016
11476,Kepler-1428 b,Kepler-1428,1,1,Transit,2016
11477,Kepler-1428 b,Kepler-1428,1,1,Transit,2016
11478,Kepler-1428 b,Kepler-1428,1,1,Transit,2016
11479,Kepler-1428 b,Kepler-1428,1,1,Transit,2016
11480,Kepler-1428 b,Kepler-1428,1,1,Transit,2016
11481,Kepler-1428 b,Kepler-1428,1,1,Transit,2016
11482,Kepler-1428 b,Kepler-1428,1,1,Transit,2016
11483,Kepler-1428 b,Kepler-1428,1,1,Transit,2016
11484,Kepler-1428 b,Kepler-1428,1,1,Transit,2016
11485,Kepler-1429 b,Kepler-1429,1,1,Transit,2016
11486,Kepler-1429 b,Kepler-1429,1,1,Transit,2016
11487,Kepler-1429 b,Kepler-1429,1,1,Transit,2016
11488,Kepler-1429 b,Kepler-1429,1,1,Transit,2016
11489,Kepler-1429 b,Kepler-1429,1,1,Transit,2016
11490,Kepler-1429 b,Kepler-1429,1,1,Transit,2016
11491,Kepler-1429 b,Kepler-1429,1,1,Transit,2016
11492,Kepler-1429 b,Kepler-1429,1,1,Transit,2016
11493,Kepler-1429 b,Kepler-1429,1,1,Transit,2016
11494,Kepler-143 b,Kepler-143,1,2,Transit,2014
11495,Kepler-143 b,Kepler-143,1,2,Transit,2014
11496,Kepler-143 b,Kepler-143,1,2,Transit,2014
11497,Kepler-143 b,Kepler-143,1,2,Transit,2014
11498,Kepler-143 b,Kepler-143,1,2,Transit,2014
11499,Kepler-143 b,Kepler-143,1,2,Transit,2014
11500,Kepler-143 b,Kepler-143,1,2,Transit,2014
11501,Kepler-143 b,Kepler-143,1,2,Transit,2014
11502,Kepler-143 b,Kepler-143,1,2,Transit,2014
11503,Kepler-143 c,Kepler-143,1,2,Transit,2014
11504,Kepler-143 c,Kepler-143,1,2,Transit,2014
11505,Kepler-143 c,Kepler-143,1,2,Transit,2014
11506,Kepler-143 c,Kepler-143,1,2,Transit,2014
11507,Kepler-143 c,Kepler-143,1,2,Transit,2014
11508,Kepler-143 c,Kepler-143,1,2,Transit,2014
11509,Kepler-143 c,Kepler-143,1,2,Transit,2014
11510,Kepler-143 c,Kepler-143,1,2,Transit,2014
11511,Kepler-143 c,Kepler-143,1,2,Transit,2014
11512,Kepler-143 c,Kepler-143,1,2,Transit,2014
11513,Kepler-1430 b,Kepler-1430,1,1,Transit,2016
11514,Kepler-1430 b,Kepler-1430,1,1,Transit,2016
11515,Kepler-1430 b,Kepler-1430,1,1,Transit,2016
11516,Kepler-1430 b,Kepler-1430,1,1,Transit,2016
11517,Kepler-1430 b,Kepler-1430,1,1,Transit,2016
11518,Kepler-1430 b,Kepler-1430,1,1,Transit,2016
11519,Kepler-1430 b,Kepler-1430,1,1,Transit,2016
11520,Kepler-1430 b,Kepler-1430,1,1,Transit,2016
11521,Kepler-1431 b,Kepler-1431,1,1,Transit,2016
11522,Kepler-1431 b,Kepler-1431,1,1,Transit,2016
11523,Kepler-1431 b,Kepler-1431,1,1,Transit,2016
11524,Kepler-1431 b,Kepler-1431,1,1,Transit,2016
11525,Kepler-1431 b,Kepler-1431,1,1,Transit,2016
11526,Kepler-1431 b,Kepler-1431,1,1,Transit,2016
11527,Kepler-1431 b,Kepler-1431,1,1,Transit,2016
11528,Kepler-1431 b,Kepler-1431,1,1,Transit,2016
11529,Kepler-1431 b,Kepler-1431,1,1,Transit,2016
11530,Kepler-1432 b,Kepler-1432,1,1,Transit,2016
11531,Kepler-1432 b,Kepler-1432,1,1,Transit,2016
11532,Kepler-1432 b,Kepler-1432,1,1,Transit,2016
11533,Kepler-1432 b,Kepler-1432,1,1,Transit,2016
11534,Kepler-1432 b,Kepler-1432,1,1,Transit,2016
11535,Kepler-1432 b,Kepler-1432,1,1,Transit,2016
11536,Kepler-1432 b,Kepler-1432,1,1,Transit,2016
11537,Kepler-1432 b,Kepler-1432,1,1,Transit,2016
11538,Kepler-1432 b,Kepler-1432,1,1,Transit,2016
11539,Kepler-1433 b,Kepler-1433,1,1,Transit,2016
11540,Kepler-1433 b,Kepler-1433,1,1,Transit,2016
11541,Kepler-1433 b,Kepler-1433,1,1,Transit,2016
11542,Kepler-1433 b,Kepler-1433,1,1,Transit,2016
11543,Kepler-1433 b,Kepler-1433,1,1,Transit,2016
11544,Kepler-1433 b,Kepler-1433,1,1,Transit,2016
11545,Kepler-1433 b,Kepler-1433,1,1,Transit,2016
11546,Kepler-1433 b,Kepler-1433,1,1,Transit,2016
11547,Kepler-1433 b,Kepler-1433,1,1,Transit,2016
11548,Kepler-1434 b,Kepler-1434,1,1,Transit,2016
11549,Kepler-1434 b,Kepler-1434,1,1,Transit,2016
11550,Kepler-1434 b,Kepler-1434,1,1,Transit,2016
11551,Kepler-1434 b,Kepler-1434,1,1,Transit,2016
11552,Kepler-1434 b,Kepler-1434,1,1,Transit,2016
11553,Kepler-1434 b,Kepler-1434,1,1,Transit,2016
11554,Kepler-1434 b,Kepler-1434,1,1,Transit,2016
11555,Kepler-1434 b,Kepler-1434,1,1,Transit,2016
11556,Kepler-1434 b,Kepler-1434,1,1,Transit,2016
11557,Kepler-1435 b,Kepler-1435,1,1,Transit,2016
11558,Kepler-1435 b,Kepler-1435,1,1,Transit,2016
11559,Kepler-1435 b,Kepler-1435,1,1,Transit,2016
11560,Kepler-1435 b,Kepler-1435,1,1,Transit,2016
11561,Kepler-1435 b,Kepler-1435,1,1,Transit,2016
11562,Kepler-1435 b,Kepler-1435,1,1,Transit,2016
11563,Kepler-1435 b,Kepler-1435,1,1,Transit,2016
11564,Kepler-1435 b,Kepler-1435,1,1,Transit,2016
11565,Kepler-1435 b,Kepler-1435,1,1,Transit,2016
11566,Kepler-1436 b,Kepler-1436,1,1,Transit,2016
11567,Kepler-1436 b,Kepler-1436,1,1,Transit,2016
11568,Kepler-1436 b,Kepler-1436,1,1,Transit,2016
11569,Kepler-1436 b,Kepler-1436,1,1,Transit,2016
11570,Kepler-1436 b,Kepler-1436,1,1,Transit,2016
11571,Kepler-1436 b,Kepler-1436,1,1,Transit,2016
11572,Kepler-1436 b,Kepler-1436,1,1,Transit,2016
11573,Kepler-1436 b,Kepler-1436,1,1,Transit,2016
11574,Kepler-1437 b,Kepler-1437,1,1,Transit,2016
11575,Kepler-1437 b,Kepler-1437,1,1,Transit,2016
11576,Kepler-1437 b,Kepler-1437,1,1,Transit,2016
11577,Kepler-1437 b,Kepler-1437,1,1,Transit,2016
11578,Kepler-1437 b,Kepler-1437,1,1,Transit,2016
11579,Kepler-1437 b,Kepler-1437,1,1,Transit,2016
11580,Kepler-1437 b,Kepler-1437,1,1,Transit,2016
11581,Kepler-1437 b,Kepler-1437,1,1,Transit,2016
11582,Kepler-1437 b,Kepler-1437,1,1,Transit,2016
11583,Kepler-1438 b,Kepler-1438,1,1,Transit,2016
11584,Kepler-1438 b,Kepler-1438,1,1,Transit,2016
11585,Kepler-1438 b,Kepler-1438,1,1,Transit,2016
11586,Kepler-1438 b,Kepler-1438,1,1,Transit,2016
11587,Kepler-1438 b,Kepler-1438,1,1,Transit,2016
11588,Kepler-1438 b,Kepler-1438,1,1,Transit,2016
11589,Kepler-1438 b,Kepler-1438,1,1,Transit,2016
11590,Kepler-1438 b,Kepler-1438,1,1,Transit,2016
11591,Kepler-1439 b,Kepler-1439,1,1,Transit,2016
11592,Kepler-1439 b,Kepler-1439,1,1,Transit,2016
11593,Kepler-1439 b,Kepler-1439,1,1,Transit,2016
11594,Kepler-1439 b,Kepler-1439,1,1,Transit,2016
11595,Kepler-1439 b,Kepler-1439,1,1,Transit,2016
11596,Kepler-1439 b,Kepler-1439,1,1,Transit,2016
11597,Kepler-1439 b,Kepler-1439,1,1,Transit,2016
11598,Kepler-1439 b,Kepler-1439,1,1,Transit,2016
11599,Kepler-1439 b,Kepler-1439,1,1,Transit,2016
11600,Kepler-1439 b,Kepler-1439,1,1,Transit,2016
11601,Kepler-144 b,Kepler-144,1,2,Transit,2014
11602,Kepler-144 b,Kepler-144,1,2,Transit,2014
11603,Kepler-144 b,Kepler-144,1,2,Transit,2014
11604,Kepler-144 b,Kepler-144,1,2,Transit,2014
11605,Kepler-144 b,Kepler-144,1,2,Transit,2014
11606,Kepler-144 b,Kepler-144,1,2,Transit,2014
11607,Kepler-144 b,Kepler-144,1,2,Transit,2014
11608,Kepler-144 b,Kepler-144,1,2,Transit,2014
11609,Kepler-144 b,Kepler-144,1,2,Transit,2014
11610,Kepler-144 b,Kepler-144,1,2,Transit,2014
11611,Kepler-144 b,Kepler-144,1,2,Transit,2014
11612,Kepler-144 b,Kepler-144,1,2,Transit,2014
11613,Kepler-144 c,Kepler-144,1,2,Transit,2014
11614,Kepler-144 c,Kepler-144,1,2,Transit,2014
11615,Kepler-144 c,Kepler-144,1,2,Transit,2014
11616,Kepler-144 c,Kepler-144,1,2,Transit,2014
11617,Kepler-144 c,Kepler-144,1,2,Transit,2014
11618,Kepler-144 c,Kepler-144,1,2,Transit,2014
11619,Kepler-144 c,Kepler-144,1,2,Transit,2014
11620,Kepler-144 c,Kepler-144,1,2,Transit,2014
11621,Kepler-144 c,Kepler-144,1,2,Transit,2014
11622,Kepler-144 c,Kepler-144,1,2,Transit,2014
11623,Kepler-144 c,Kepler-144,1,2,Transit,2014
11624,Kepler-144 c,Kepler-144,1,2,Transit,2014
11625,Kepler-1440 b,Kepler-1440,1,1,Transit,2016
11626,Kepler-1440 b,Kepler-1440,1,1,Transit,2016
11627,Kepler-1440 b,Kepler-1440,1,1,Transit,2016
11628,Kepler-1440 b,Kepler-1440,1,1,Transit,2016
11629,Kepler-1440 b,Kepler-1440,1,1,Transit,2016
11630,Kepler-1440 b,Kepler-1440,1,1,Transit,2016
11631,Kepler-1440 b,Kepler-1440,1,1,Transit,2016
11632,Kepler-1440 b,Kepler-1440,1,1,Transit,2016
11633,Kepler-1440 b,Kepler-1440,1,1,Transit,2016
11634,Kepler-1440 b,Kepler-1440,1,1,Transit,2016
11635,Kepler-1441 b,Kepler-1441,1,1,Transit,2016
11636,Kepler-1441 b,Kepler-1441,1,1,Transit,2016
11637,Kepler-1441 b,Kepler-1441,1,1,Transit,2016
11638,Kepler-1441 b,Kepler-1441,1,1,Transit,2016
11639,Kepler-1441 b,Kepler-1441,1,1,Transit,2016
11640,Kepler-1441 b,Kepler-1441,1,1,Transit,2016
11641,Kepler-1441 b,Kepler-1441,1,1,Transit,2016
